User,Correctness Test makefile,Correctness Test medium_package_count,Correctness Test large_idea_medium_package_count,Correctness Test large_idea_medium_package_pkg_gen_60_large_students_count,Correctness Test large_idea_idea_gen_20_medium_package_pkg_gen_60_large_students_count,Performance Test makefile,Performance Test medium_package_count,Performance Test large_idea_medium_package_count,Performance Test large_idea_medium_package_pkg_gen_60_large_students_count,Performance Test large_idea_idea_gen_20_medium_package_pkg_gen_60_large_students_count,Correctness Subtotal,Performance Subtotal,Commit Log Subtotal,Total,Comments
sunnitha,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.1,35.0,26.0,0,61.0,
